Name,Name Link,ChEBI-ID,ChEBI-ID Link,CAS Registry NumberⓇ,CAS Registry NumberⓇ Link,Formula,Mass,ID,PubChem CID,GESTIS ZVG-Nr.,group,Other ingredients from the group,kegg_id,density,Synonym,Used attributes,Found in,solutions list link,media list link,identifiers
SiO2,https://mediadive.dsmz.de/ingredients/1481?p=41,30563,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30563,7631-86-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7631-86-9,O2Si,60.084,C1481,24261,1290,,,C19572,,"['(SiO2)n', 'Diatomaceous earth', 'Diatomaceous silica', 'Diatomite', 'Infusorial earth', 'Kieselsaeureanhydrid', 'silica', 'Silica, amorphous', 'Siliceous earth', 'Siliceous earth, purified', 'silicic anhydride', 'silicon dioxide', 'Silicon dioxide, fumed', 'silicon(IV) oxide', 'Siliziumdioxid', '[SiO2]']",,"['2 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/SiO2///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/SiO2///,"{""CAS Registry Number\u00ae"": {""text"": ""7631-86-9"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7631-86-9""}, ""PubChem CID"": {""text"": ""24261"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/24261""}, ""ChEBI"": {""text"": ""30563"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30563""}, ""KEGG"": {""text"": ""C19572"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C19572""}, ""GESTIS ZVG-Nr."": {""text"": ""1290"", ""href"": ""https://gestis.dguv.de/data?name=001290""}}"
Na3-NTA x H2O,https://mediadive.dsmz.de/ingredients/1482?p=41,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,18662-53-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=18662-53-8,C6H9NO6.H2O.3Na,,C1482,,,,,,,,['0.5 M solution (2×)'],"['3 solutions', '3 media']",https://mediadive.dsmz.de/solution-finder/Na3-NTA+x+H2O///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na3-NTA+x+H2O///,"{""CAS Registry Number\u00ae"": {""text"": ""18662-53-8"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=18662-53-8""}}"
Cu(NO3)2x 3 H2O,https://mediadive.dsmz.de/ingredients/1489?p=41,78036,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:78036,3251-23-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3251-23-8,CuN2O6,187.556,C1489,,492119,,,,,"['Copper dinitrate', 'copper(2+) dinitrate', 'Copper(2+) nitrate', 'Copper(II) nitrate', 'copper(II) nitrate (anh.)', 'copper(II) nitrate (anhydrous)', 'Cu(NO3)2', 'Cupric dinitrate', 'Cupric nitrate', 'Nitric acid, copper(2+) salt']",,"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Cu%28NO3%292+x+3+H2O///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Cu%28NO3%292+x+3+H2O///,"{""CAS Registry Number\u00ae"": {""text"": ""3251-23-8"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=3251-23-8""}, ""ChEBI"": {""text"": ""78036"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:78036""}, ""GESTIS ZVG-Nr."": {""text"": ""492119"", ""href"": ""https://gestis.dguv.de/data?name=492119""}}"
(NH4)Cl,https://mediadive.dsmz.de/ingredients/1490?p=41,31206,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:31206,12125-02-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=12125-02-9,ClH4N,53.49,C1490,,,,,,1.5274,,['0.267 g/100 ml stock solution (2×)'],"['6 solutions', '5 media']",https://mediadive.dsmz.de/solution-finder/%28NH4%29Cl///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/%28NH4%29Cl///,"{""CAS Registry Number\u00ae"": {""text"": ""12125-02-9"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=12125-02-9""}, ""ChEBI"": {""text"": ""31206"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:31206""}}"
Na2S2SO3,https://mediadive.dsmz.de/ingredients/1492?p=41,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,,C1492,,,,,,,,,"['2 solutions', '2 media']",https://mediadive.dsmz.de/solution-finder/Na2S2SO3///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na2S2SO3///,null
Arabinose,https://mediadive.dsmz.de/ingredients/1494?p=41,22599,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:22599,147-81-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=147-81-9,C5H10O5,150.13,C1494,,,,,,,"['Ara', 'arabino-pentose']",,"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Arabinose///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Arabinose///,"{""CAS Registry Number\u00ae"": {""text"": ""147-81-9"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=147-81-9""}, ""ChEBI"": {""text"": ""22599"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:22599""}}"
Gluconic acid,https://mediadive.dsmz.de/ingredients/1495?p=41,24266,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:24266,133-42-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=133-42-6,C6-H12-O7,195.148,C1495,,,,,,,,,"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Gluconic+acid///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Gluconic+acid///,"{""CAS Registry Number\u00ae"": {""text"": ""133-42-6"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=133-42-6""}, ""ChEBI"": {""text"": ""24266"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:24266""}}"
Na2MoO4x 2 H2O,https://mediadive.dsmz.de/ingredients/1503?p=41,75213,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75213,10102-40-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10102-40-6,H2O.1/2MoO4.Na,241.95,C1503,,122441,Na2MoO4,"['Na2MoO4 x 2 H2O', 'Na2MoO4 x H2O', 'Na2MoO4', 'Na2MoO4 x 7 H2O']",,,"['Disodium molybdate dihydrate', 'Molybdic acid, disodium salt, dihydrate', 'Na2MoO4.2H2O', 'sodium dioxido(dioxo)molybdenum--water (1/2)', 'Sodium molybdate(VI) dihydrate', 'sodium orthomolybdate dihydrate']","['0.27g/100mL stock sol. (1×)', '0.27 g/100 ml stock solution (1×)', '0.2 g/l stock solution (1×)']","['12 solutions', '20 media']",https://mediadive.dsmz.de/solution-finder/Na2+MoO4+x+2+H2O///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na2+MoO4+x+2+H2O///,"{""CAS Registry Number\u00ae"": {""text"": ""10102-40-6"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=10102-40-6""}, ""ChEBI"": {""text"": ""75213"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75213""}, ""GESTIS ZVG-Nr."": {""text"": ""122441"", ""href"": ""https://gestis.dguv.de/data?name=122441""}}"
L-15 medium,https://mediadive.dsmz.de/ingredients/1504?p=41,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,,C1504,,,,,,,,['Leibovitz (1×)'],"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/L-15+medium///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/L-15+medium///,null
Colloidal chitin,https://mediadive.dsmz.de/ingredients/1506?p=41,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,1398-61-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1398-61-4,complex,complex,C1506,,,,,,0.26,,"['w/v, 10% (1×)']","['2 solutions', '2 media']",https://mediadive.dsmz.de/solution-finder/Colloidal+chitin///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Colloidal+chitin///,"{""CAS Registry Number\u00ae"": {""text"": ""1398-61-4"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=1398-61-4""}}"
Yeast Nitrogen Base,https://mediadive.dsmz.de/ingredients/1507?p=41,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex,C1507,,,,,,,,['BD-Difco (1×)'],"['2 solutions', '2 media']",https://mediadive.dsmz.de/solution-finder/Yeast+Nitrogen+Base///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Yeast+Nitrogen+Base///,null
Salt water,https://mediadive.dsmz.de/ingredients/1508?p=41,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,,C1508,,,,,,,,"['30% (1×)', 'see below, 30% (1×)']","['2 solutions', '2 media']",https://mediadive.dsmz.de/solution-finder/Salt+water///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Salt+water///,null
Calcium D-(+)-pantothenate,https://mediadive.dsmz.de/ingredients/1512?p=41,1687714,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:1687714,137-08-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=137-08-6,C9H17NO5.1/2Ca,238.27,C1512,11306073,40290,Ca-pantothenate,"['Calcium pantothenate', 'Calcium panthothenate', 'Calcium D-Pantothenate', 'DL-Calcium pantothenate']",,,"['beta-Alanine, N-(2,4-dihydroxy-3,3-dimethyl-1-oxobutyl)-, calcium salt', 'Ca-D-(+)-Panthothenic acid', 'Ca-D-pantothenate', 'Calcium D(+)-Pantthenate', 'Calcium D-(+)-panthothenate', 'Calcium N-(2,4-dihydroxy-3,3-dimethyl-1-oxobutyl)-beta-alanine', 'Calcium pantothenate', 'Pantothenic acid calcium salt', 'Vitamin B5, calcium salt']",,"['10 solutions', '365 media']",https://mediadive.dsmz.de/solution-finder/Calcium+D-%28%2B%29-pantothenate///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Calcium+D-%28%2B%29-pantothenate///,"{""CAS Registry Number\u00ae"": {""text"": ""137-08-6"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=137-08-6""}, ""PubChem CID"": {""text"": ""11306073"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/11306073""}, ""ChEBI"": {""text"": ""1687714"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:1687714""}, ""GESTIS ZVG-Nr."": {""text"": ""40290"", ""href"": ""https://gestis.dguv.de/data?name=040290""}}"
Pyridoxamine hydrochloride,https://mediadive.dsmz.de/ingredients/1513?p=41,131531,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:131531,5103-96-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=5103-96-8,C8H13ClN2O2,204.654,C1513,,,,,,,"['4-(aminomethyl)-5-(hydroxymethyl)-2-methylpyridin-3-ol hydrochloride', '4-(Aminomethyl)-5-hydroxy-6-methyl-3-pyridinemethanol hydrochloride', 'Pyridoxal-HCl', 'Pyridoxamine HCl', 'pyridoxamine monohydrochloride', 'Pyridoxamine x 2HCl', 'Pyridoxamine x HCl', 'Pyridoxamine-HCl', '[3-hydroxy-5-(hydroxymethyl)-2-methylpyridin-4-yl]methanaminium chloride']",,"['8 solutions', '25 media']",https://mediadive.dsmz.de/solution-finder/Pyridoxamine+hydrochloride///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Pyridoxamine+hydrochloride///,"{""CAS Registry Number\u00ae"": {""text"": ""5103-96-8"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=5103-96-8""}, ""ChEBI"": {""text"": ""131531"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:131531""}}"
"DL-6,8-thioctic acid",https://mediadive.dsmz.de/ingredients/1514?p=41,16494,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16494,62-46-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=62-46-4,C8H14O2S2,206.33,C1514,,,alpha-lipoic acid,"['alpha-lipoic acid', 'Lipoic acid', 'DL-alpha-lipoic acid']",C00725,,"['1,2-dithiolane-3-pentanoic acid', '1,2-dithiolane-3-valeric acid', '5-(1,2-dithiolan-3-yl)pentanoic acid', '5-(1,2-dithiolan-3-yl)valeric acid', '5-(dithiolan-3-yl)valeric acid', '5-[3-(1,2-dithiolanyl)]pentanoic acid', '6,8-thioctic acid', '6,8-thiotic acid', '6-thioctic acid', '6-thiotic acid', 'Acetate-replacing factor', 'alpha-lipoic acid', 'alpha-Liponsaeure', 'Biletan', 'D,L-6,8-thioctic acid', 'Lipoic acid', 'liponic acid', 'Thioctansaeure', 'Thioctic acid', 'Thioctsaeure', 'Thioktsaeure']",,"['2 solutions', '3 media']",https://mediadive.dsmz.de/solution-finder/DL-6%2C8-thioctic+acid///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/DL-6%2C8-thioctic+acid///,"{""CAS Registry Number\u00ae"": {""text"": ""62-46-4"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=62-46-4""}, ""ChEBI"": {""text"": ""16494"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16494""}, ""KEGG"": {""text"": ""C00725"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C00725""}}"
Carboxymethylcellulose,https://mediadive.dsmz.de/ingredients/1515?p=41,85146,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:85146,9000-11-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9000-11-7,complex,complex,C1515,,,Carboxymethyl cellulose,['Carboxymethyl cellulose'],,,"['Carboximethylcellulosum', 'Carboxymethyl cellulose', 'Carboxymethylcellulosum', 'Carmellose', 'carmellosum', 'carmelosa', 'Celluloseglycolic acid', 'CMC', 'croscarmellose', 'croscarmellosum', 'croscarmelosa', 'Glycolic acid cellulose ether']",['CMC (1×)'],"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Carboxymethylcellulose///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Carboxymethylcellulose///,"{""CAS Registry Number\u00ae"": {""text"": ""9000-11-7"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=9000-11-7""}, ""ChEBI"": {""text"": ""85146"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:85146""}}"
Na-Phosphate-Buffer,https://mediadive.dsmz.de/ingredients/1524?p=41,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,7558-79-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7558-79-4,H3O4P.2Na,,C1524,,,,,,,,['10 mM pH 7.1 (1×)'],"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Na-Phosphate-Buffer///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na-Phosphate-Buffer///,"{""CAS Registry Number\u00ae"": {""text"": ""7558-79-4"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7558-79-4""}}"
Yeast,https://mediadive.dsmz.de/ingredients/1527?p=41,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,68876-77-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=68876-77-7,complex,complex,C1527,,,,,,,['Saccharomyces cerevisiae'],,"['1 solutions', '9 media']",https://mediadive.dsmz.de/solution-finder/Yeast///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Yeast///,"{""CAS Registry Number\u00ae"": {""text"": ""68876-77-7"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=68876-77-7""}}"
MES acids,https://mediadive.dsmz.de/ingredients/1528?p=41,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,4432-31-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=4432-31-9,C6H13NO4S,195.24,C1528,,,,,,,,,"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/MES+acids///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/MES+acids///,"{""CAS Registry Number\u00ae"": {""text"": ""4432-31-9"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=4432-31-9""}}"
Tropic Marine salt,https://mediadive.dsmz.de/ingredients/1530?p=42,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,,C1530,,,,,,,,,"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Tropic+Marine+salt///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Tropic+Marine+salt///,null
Calcium Carbonate,https://mediadive.dsmz.de/ingredients/1532?p=42,3311,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3311,471-34-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=471-34-1,CCaO3,100.087,C1532,,1650,CaCO3,['CaCO3'],C08129,,"['CaCO3', 'calcium carbonate (1:1)', 'Calcium carbonate, precipitated', 'calcium trioxidocarbonate', 'Calciumcarbonat', 'carbonate de calcium', 'carbonato de calcio', 'carbonic acid calcium salt (1:1)', 'Carbonic acid, calcium salt (1:1)', 'CI 77220', 'E 170', 'Kalziumkarbonat', 'kohlensaurer Kalk', 'Pigment white 18', 'Precipitated calcium carbonate', 'Precipitated chalk']",,"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Calcium+Carbonate///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Calcium+Carbonate///,"{""CAS Registry Number\u00ae"": {""text"": ""471-34-1"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=471-34-1""}, ""ChEBI"": {""text"": ""3311"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3311""}, ""KEGG"": {""text"": ""C08129"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C08129""}, ""GESTIS ZVG-Nr."": {""text"": ""1650"", ""href"": ""https://gestis.dguv.de/data?name=001650""}}"
Cystein,https://mediadive.dsmz.de/ingredients/1533?p=42,15356,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15356,3374-22-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3374-22-9,C3H7NO2S,121.159,C1533,,100093,Cysteine,['Cysteine'],C00736,,"['2-amino-3-mercaptopropanoic acid', '2-Amino-3-mercaptopropionic acid', '2-amino-3-sulfanylpropanoic acid', 'C', 'cisteina', 'Cys', 'Cysteine', 'Cysteine, DL-', 'Hcys', 'Zystein']",['100 mM (1×)'],"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Cystein///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Cystein///,"{""CAS Registry Number\u00ae"": {""text"": ""3374-22-9"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=3374-22-9""}, ""ChEBI"": {""text"": ""15356"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15356""}, ""KEGG"": {""text"": ""C00736"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C00736""}, ""GESTIS ZVG-Nr."": {""text"": ""100093"", ""href"": ""https://gestis.dguv.de/data?name=100093""}}"
Menadione,https://mediadive.dsmz.de/ingredients/1539?p=42,28869,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28869,58-27-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=58-27-5,C11H8O2,172.18,C1539,4055,,,,C05377,,"['1,4-Naphthalenedione, 2-methyl-', '2-methyl-1,4-naphthalenedione', '2-Methyl-1,4-naphthochinon', '2-Methyl-1,4-naphthoquinone', '2-methylnaphthalene-1,4-dione', 'Vitamin K3']",,"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Menadione///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Menadione///,"{""CAS Registry Number\u00ae"": {""text"": ""58-27-5"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=58-27-5""}, ""PubChem CID"": {""text"": ""4055"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/4055""}, ""ChEBI"": {""text"": ""28869"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28869""}, ""KEGG"": {""text"": ""C05377"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C05377""}}"
alpha-Methylbutyric acid,https://mediadive.dsmz.de/ingredients/1543?p=42,37070,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37070,116-53-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=116-53-0,C5H10O2,102.13,C1543,8314,492807,DL-2-Methylbutyric acid,"['DL-2-Methylbutyric acid', '2-Methylbutyric acid', 'DL-alpha-Methyl butyric acid']",C18319,,"['2-methybutyric acid', '2-methylbutanoic acid', '2-methylbutyric acid', 'alpha-methyl butyric acid', 'butane-2-carboxylic acid', 'ethylmethylacetic acid', 'methylethylacetic acid']",,"['2 solutions', '7 media']",https://mediadive.dsmz.de/solution-finder/alpha-Methylbutyric+acid///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/alpha-Methylbutyric+acid///,"{""CAS Registry Number\u00ae"": {""text"": ""116-53-0"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=116-53-0""}, ""PubChem CID"": {""text"": ""8314"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/8314""}, ""ChEBI"": {""text"": ""37070"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37070""}, ""KEGG"": {""text"": ""C18319"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C18319""}, ""GESTIS ZVG-Nr."": {""text"": ""492807"", ""href"": ""https://gestis.dguv.de/data?name=492807""}}"
Phenyl acetic acid,https://mediadive.dsmz.de/ingredients/1545?p=42,103822,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:103822,103-82-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=103-82-2,C8H8O2,136.15,C1545,999,25530,,,,,['Phenylacetic acid'],,"['2 solutions', '3 media']",https://mediadive.dsmz.de/solution-finder/Phenyl+acetic+acid///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Phenyl+acetic+acid///,"{""CAS Registry Number\u00ae"": {""text"": ""103-82-2"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=103-82-2""}, ""PubChem CID"": {""text"": ""999"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/999""}, ""ChEBI"": {""text"": ""103822"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:103822""}, ""GESTIS ZVG-Nr."": {""text"": ""25530"", ""href"": ""https://gestis.dguv.de/data?name=025530""}}"
Phenyl propionic acid,https://mediadive.dsmz.de/ingredients/1546?p=42,501520,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:501520,1091606-70-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1091606-70-0,C9H10O2,150.17,C1546,107,,,,,,,,"['2 solutions', '3 media']",https://mediadive.dsmz.de/solution-finder/Phenyl+propionic+acid///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Phenyl+propionic+acid///,"{""CAS Registry Number\u00ae"": {""text"": ""1091606-70-0"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=1091606-70-0""}, ""PubChem CID"": {""text"": ""107"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/107""}, ""ChEBI"": {""text"": ""501520"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:501520""}}"
