Name,Synonyms,Growth Conditions
Salmonella enterica subsp. enterica DSM 554,"DSM 554, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-554","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 554', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Clostridium kluyveri DSM 555,"
        NCIMB 10680, ATCC 8527, ATCC 12489, , DSM 555, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-555","[{'media_title': '52: CLOSTRIDIUM KLUYVERI MEDIUM', 'media_link': '/medium/52?ccno=DSM 555', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Clostridium kluyveri DSM 556,"DSM 556, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-556","[{'media_title': '52: CLOSTRIDIUM KLUYVERI MEDIUM', 'media_link': '/medium/52?ccno=DSM 556', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Clostridium kluyveri DSM 557,"DSM 557, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-557","[{'media_title': '52: CLOSTRIDIUM KLUYVERI MEDIUM', 'media_link': '/medium/52?ccno=DSM 557', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Clostridium kluyveri DSM 562,"DSM 562, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-562","[{'media_title': '52: CLOSTRIDIUM KLUYVERI MEDIUM', 'media_link': '/medium/52?ccno=DSM 562', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Clostridium kluyveri DSM 563,"DSM 563, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-563","[{'media_title': '52: CLOSTRIDIUM KLUYVERI MEDIUM', 'media_link': '/medium/52?ccno=DSM 563', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Clostridium kluyveri DSM 564,"DSM 564, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-564","[{'media_title': '52: CLOSTRIDIUM KLUYVERI MEDIUM', 'media_link': '/medium/52?ccno=DSM 564', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Sphaerotilus montanus DSM 565,"
        ATCC 29329, , DSM 565, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-565","[{'media_title': '51: SPHAEROTILUS MEDIUM', 'media_link': '/medium/51?ccno=DSM 565', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}]"
Sphaerotilus hippei DSM 566,"
        ATCC 29330, , DSM 566, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-566","[{'media_title': '51: SPHAEROTILUS MEDIUM', 'media_link': '/medium/51?ccno=DSM 566', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}]"
Thermoanaerobacter thermohydrosulfuricus DSM 567,"
        VKM B-1834, NCIMB 10956, ATCC 35045, , DSM 567, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-567","[{'media_title': '61: THERMOANAEROBACTER MEDIUM', 'media_link': '/medium/61?ccno=DSM 567', 'growth_observed': 'Yes', 'growth_conditions': '65\xa0°C'}]"
Thermoanaerobacter sp. DSM 568,"DSM 568, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-568","[{'media_title': '61: THERMOANAEROBACTER MEDIUM', 'media_link': '/medium/61?ccno=DSM 568', 'growth_observed': 'Yes', 'growth_conditions': '65\xa0°C'}]"
Thermoanaerobacter thermohydrosulfuricus DSM 569,"DSM 569, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-569","[{'media_title': '61: THERMOANAEROBACTER MEDIUM', 'media_link': '/medium/61?ccno=DSM 569', 'growth_observed': 'Yes', 'growth_conditions': '65\xa0°C'}]"
Thermoanaerobacter thermohydrosulfuricus DSM 570,"DSM 570, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-570","[{'media_title': '61: THERMOANAEROBACTER MEDIUM', 'media_link': '/medium/61?ccno=DSM 570', 'growth_observed': 'Yes', 'growth_conditions': '65\xa0°C'}]"
Thermoanaerobacterium thermosaccharolyticum DSM 571,"
        WDCM 00135, NCIMB 9385, NCA 3814, ATCC 7956, , DSM 571, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-571","[{'media_title': '61: THERMOANAEROBACTER MEDIUM', 'media_link': '/medium/61?ccno=DSM 571', 'growth_observed': 'Yes', 'growth_conditions': '60\xa0°C'}]"
Thermoanaerobacterium thermosaccharolyticum DSM 572,"
        ATCC 27384, , DSM 572, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-572","[{'media_title': '61: THERMOANAEROBACTER MEDIUM', 'media_link': '/medium/61?ccno=DSM 572', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}]"
Thermoanaerobacterium thermosaccharolyticum DSM 573,"DSM 573, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-573","[{'media_title': '61: THERMOANAEROBACTER MEDIUM', 'media_link': '/medium/61?ccno=DSM 573', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}]"
Desulfotomaculum nigrificans DSM 574,"
        Delft 74, WDCM 00081, NCIMB 8395, CIP 111238, ATCC 19998, ATCC 19858, , DSM 574, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-574","[{'media_title': '63: DESULFOVIBRIO (POSTGATE) MEDIUM', 'media_link': '/medium/63?ccno=DSM 574', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}]"
Desulfotomaculum nigrificans DSM 575,"
        NCIMB 8706, , DSM 575, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-575","[{'media_title': '63: DESULFOVIBRIO (POSTGATE) MEDIUM', 'media_link': '/medium/63?ccno=DSM 575', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}]"
Azotobacter vinelandii DSM 576,"
        NCIB 9068, , DSM 576, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-576","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 576', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 576', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}]"
Bacillus sp. DSM 578,"DSM 578, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-578","[{'media_title': '73: MEDIUM FOR HALOPHILIC BACILLI', 'media_link': '/medium/73?ccno=DSM 578', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Thermus thermophilus DSM 579,"JCM 10941, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=579, , CGMCC 1.6492, NBRC 101084, NCIMB 11244, ATCC 27634, , DSM 579, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-579","[{'media_title': '74: THERMUS THERMOPHILUS MEDIUM', 'media_link': '/medium/74?ccno=DSM 579', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}, {'media_title': '878: THERMUS 162 MEDIUM', 'media_link': '/medium/878?ccno=DSM 579', 'growth_observed': 'Yes', 'growth_conditions': '75\xa0°C'}, {'media_title': 'J273: TM BROTH MEDIUM', 'media_link': '/medium/J273?ccno=DSM 579', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Halothiobacillus neapolitanus DSM 581,"
        NCIMB 11333, , DSM 581, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-581","[{'media_title': '68: HALOTHIOBACILLUS NEAPOLITANUS MEDIUM', 'media_link': '/medium/68?ccno=DSM 581', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Paracoccus versutus DSM 582,"JCM 20754, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=582, , CIP 107117, IFO 14567, LMD 80.62, LMD 81.78, NBRC 14567, NCCB 80062, NCCB 81078, VKM B-2163, IAM 12814, CCM 2505, ATCC 25364, , DSM 582, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-582","[{'media_title': '69: STARKEYA NOVELLA MEDIUM', 'media_link': '/medium/69?ccno=DSM 582', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '220: CASO AGAR (Merck 105458)', 'media_link': '/medium/220?ccno=DSM 582', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J26: R AGAR', 'media_link': '/medium/J26?ccno=DSM 582', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Acidithiobacillus ferrooxidans DSM 583,"DSM 583, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-583","[{'media_title': '70: ACIDITHIOBACILLUS FERROOXIDANS MEDIUM', 'media_link': '/medium/70?ccno=DSM 583', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '882: LEPTOSPIRILLUM (HH) MEDIUM', 'media_link': '/medium/882?ccno=DSM 583', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Acidithiobacillus ferrooxidans DSM 584,"DSM 584, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-584","[{'media_title': '71: ACIDITHIOBACILLUS THIOOXIDANS MEDIUM', 'media_link': '/medium/71?ccno=DSM 584', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Acidithiobacillus ferrooxidans DSM 585,"DSM 585, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-585","[{'media_title': '71: ACIDITHIOBACILLUS THIOOXIDANS MEDIUM', 'media_link': '/medium/71?ccno=DSM 585', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Acinetobacter sp. DSM 586,"
        ATCC 33304, , DSM 586, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-586","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 586', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Acinetobacter sp. DSM 587,"
        ATCC 33308, , DSM 587, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-587","[{'media_title': '75: TRYPTICASE PHYTONE MEDIUM', 'media_link': '/medium/75?ccno=DSM 587', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Acinetobacter sp. DSM 588,"DSM 588, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-588","[{'media_title': '75: TRYPTICASE PHYTONE MEDIUM', 'media_link': '/medium/75?ccno=DSM 588', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '220: CASO AGAR (Merck 105458)', 'media_link': '/medium/220?ccno=DSM 588', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Herpetosiphon giganteus DSM 589,"
        NBRC 112828, , DSM 589, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-589","[{'media_title': '67: CY-AGAR', 'media_link': '/medium/67?ccno=DSM 589', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
